County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Powell, Montana,"6,629",108,384,49,6
Prairie, Montana,"1,144",11,26,14,0
Ravalli, Montana,"39,697",267,970,410,59
Richland, Montana,"10,549",65,346,65,10
Roosevelt, Montana,"4,344",64,"6,757",73,12
Rosebud, Montana,"5,986",75,"3,524",86,12
Sanders, Montana,"10,806",78,766,76,12
Sheridan, Montana,"3,485",31,105,33,1
Silver Bow, Montana,"33,318",244,"1,249",348,68
Stillwater, Montana,"9,034",75,167,75,10
Sweet Grass, Montana,"3,539",26,64,38,5
Teton, Montana,"5,924",28,187,22,4
Toole, Montana,"4,879",54,343,49,8
Treasure, Montana,715,7,24,6,0
Valley, Montana,"6,719",47,835,63,10
Wheatland, Montana,"2,061",25,43,19,2
Wibaux, Montana,"1,044",5,12,6,2
Yellowstone, Montana,"142,924","2,153","8,884","1,811",319
Adams, Nebraska,"30,294",460,399,559,64
Antelope, Nebraska,"6,467",33,24,33,2
Arthur, Nebraska,473,5,9,3,1
Banner, Nebraska,756,2,5,1,0
Blaine, Nebraska,512,4,1,1,0
Boone, Nebraska,"5,363",34,38,17,2
Box Butte, Nebraska,"10,694",148,615,84,17
Boyd, Nebraska,"2,014",8,26,17,3
Brown, Nebraska,"2,988",13,24,19,2
Buffalo, Nebraska,"46,141",707,455,762,74
Burt, Nebraska,"6,466",59,167,38,10
Butler, Nebraska,"8,192",59,56,38,4
Cass, Nebraska,"24,792",230,283,163,37
Cedar, Nebraska,"8,711",35,61,26,4
Chase, Nebraska,"4,021",17,19,8,0
Cherry, Nebraska,"5,358",59,441,46,6
Cheyenne, Nebraska,"9,738",70,163,207,6
Clay, Nebraska,"6,266",65,97,25,21
Colfax, Nebraska,"9,794",301,402,95,53
Cuming, Nebraska,"8,958",63,96,50,8
Custer, Nebraska,"10,656",85,95,40,5
Dakota, Nebraska,"18,424",982,876,798,85
Dawes, Nebraska,"8,434",222,480,210,74
Dawson, Nebraska,"22,430","1,072",629,242,75
Deuel, Nebraska,"1,953",9,23,6,1
Dixon, Nebraska,"5,815",55,68,23,12
Dodge, Nebraska,"35,494",554,532,332,162
Douglas, Nebraska,"445,342","69,500","10,390","19,247","1,075"
Dundy, Nebraska,"1,967",19,34,7,5
Fillmore, Nebraska,"5,651",49,53,34,1
Franklin, Nebraska,"3,162",11,38,18,1
Frontier, Nebraska,"2,713",10,15,11,1
Furnas, Nebraska,"4,855",35,48,22,3
Gage, Nebraska,"21,393",198,291,165,18
Garden, Nebraska,"1,943",10,18,9,2
Garfield, Nebraska,"1,986",5,5,2,1
Gosper, Nebraska,"2,009",16,22,13,2
Grant, Nebraska,624,2,4,2,1
Greeley, Nebraska,"2,437",21,17,8,0
Hall, Nebraska,"56,620","1,795","1,328","1,010",351
Hamilton, Nebraska,"8,965",52,55,33,5
Harlan, Nebraska,"3,397",12,24,10,1
Hayes, Nebraska,943,6,3,4,1
Hitchcock, Nebraska,"2,853",12,33,10,0
Holt, Nebraska,"10,287",39,90,34,13
Hooker, Nebraska,708,1,14,0,1
Howard, Nebraska,"6,238",54,59,24,6
Jefferson, Nebraska,"7,456",66,70,37,9
Johnson, Nebraska,"4,730",298,84,85,1
Kearney, Nebraska,"6,449",34,57,28,4
Keith, Nebraska,"8,065",63,114,64,4
Keya Paha, Nebraska,793,4,3,2,0
Kimball, Nebraska,"3,683",27,99,41,7
Knox, Nebraska,"7,691",49,913,43,11
Lancaster, Nebraska,"268,089","14,916","4,822","12,908",522
Lincoln, Nebraska,"35,081",497,534,315,43
Logan, Nebraska,760,5,10,1,0
Loup, Nebraska,587,4,1,0,0
McPherson, Nebraska,502,5,3,1,0
Madison, Nebraska,"33,639",795,814,334,51
Merrick, Nebraska,"7,650",52,74,98,9
Morrill, Nebraska,"4,761",33,107,45,3
Nance, Nebraska,"3,672",25,39,10,2
Nemaha, Nebraska,"7,045",111,73,51,3
Nuckolls, Nebraska,"4,406",25,42,18,3
Otoe, Nebraska,"15,430",181,166,129,29
Pawnee, Nebraska,"2,751",25,23,16,2
Perkins, Nebraska,"2,914",23,13,7,1
Phelps, Nebraska,"9,108",56,87,33,7
Pierce, Nebraska,"7,115",45,43,33,1
Platte, Nebraska,"31,685",340,550,259,60
Polk, Nebraska,"5,255",33,42,18,5
Red Willow, Nebraska,"10,774",156,139,54,9
Richardson, Nebraska,"7,927",67,361,59,4
Rock, Nebraska,"1,366",3,15,6,0
Saline, Nebraska,"13,775",274,227,339,66
Sarpy, Nebraska,"153,405","9,222","2,199","5,404",481
Saunders, Nebraska,"20,563",158,161,133,12
Scotts Bluff, Nebraska,"35,191",455,"1,350",365,71
Seward, Nebraska,"16,713",162,153,120,11
Sheridan, Nebraska,"4,767",49,661,42,19
Sherman, Nebraska,"3,095",8,15,16,1
Sioux, Nebraska,"1,301",8,22,7,0
Stanton, Nebraska,"5,986",85,103,20,3
Thayer, Nebraska,"5,097",40,30,27,1
Thomas, Nebraska,687,3,3,3,0
Thurston, Nebraska,"2,904",69,"4,043",54,6
Valley, Nebraska,"4,196",21,18,18,3
Washington, Nebraska,"20,000",223,147,113,32
Wayne, Nebraska,"9,159",201,119,90,19
Webster, Nebraska,"3,694",40,46,25,14
Wheeler, Nebraska,791,1,4,5,0
York, Nebraska,"13,479",248,144,99,21
Churchill, Nevada,"21,730",775,"1,582","1,074",177
Clark, Nevada,"1,529,538","259,290","41,956","229,152","30,563"
Douglas, Nevada,"44,505",669,"1,681","1,381",271
Elko, Nevada,"46,482",915,"3,742",887,228
Esmeralda, Nevada,714,9,51,7,4
Eureka, Nevada,"1,901",38,87,25,4
Humboldt, Nevada,"15,850",293,"1,028",249,85
Lander, Nevada,"5,508",94,364,46,6
Lincoln, Nevada,"5,069",186,120,69,28
Lyon, Nevada,"47,845","1,128","2,488","1,187",310
Mineral, Nevada,"3,629",284,831,124,14
Nye, Nevada,"39,908","1,438","1,493","1,060",375
Pershing, Nevada,"6,098",320,371,120,26
Storey, Nevada,"3,711",80,110,90,26
Washoe, Nevada,"380,515","15,185","13,223","30,118","4,673"
White Pine, Nevada,"8,989",477,573,160,32
Carson City, Nevada,"50,368","1,588","2,158","1,654",260
Belknap, New Hampshire,"59,117",656,509,913,57
Carroll, New Hampshire,"46,949",353,453,422,38
Cheshire, New Hampshire,"74,959",888,698,"1,281",73
Coos, New Hampshire,"31,466",302,372,257,18
Grafton, New Hampshire,"84,902","1,436",983,"3,368",77
Hillsborough, New Hampshire,"376,877","13,191","3,383","16,491",519
Merrimack, New Hampshire,"141,988","2,550","1,321","3,035",104
Rockingham, New Hampshire,"289,176","3,706","1,999","6,981",270
Strafford, New Hampshire,"118,978","2,371","1,089","4,333",153
Sullivan, New Hampshire,"42,461",416,516,381,31
Atlantic, New Jersey,"202,525","51,365","3,702","24,357",596
Bergen, New Jersey,"708,444","68,928","7,088","150,887","1,719"
Burlington, New Jersey,"348,467","85,531","4,593","25,341",755
Camden, New Jersey,"372,244","115,034","6,124","31,614",915
Cape May, New Jersey,"90,108","5,742",742,"1,365",139
Cumberland, New Jersey,"117,576","37,432","4,117","2,860",376
Essex, New Jersey,"406,629","342,717","9,973","44,212","1,983"
Gloucester, New Jersey,"249,594","33,887","2,011","9,877",365
Hudson, New Jersey,"446,709","108,478","12,152","101,758","2,097"
Hunterdon, New Jersey,"118,137","3,733",574,"5,232",142
Mercer, New Jersey,"251,046","81,635","3,974","39,032","1,251"
Middlesex, New Jersey,"534,815","98,444","9,158","196,833","1,480"
Monmouth, New Jersey,"544,890","53,204","4,578","37,330",718
Morris, New Jersey,"429,997","20,119","3,021","52,439",498
Ocean, New Jersey,"547,949","23,095","3,568","13,326",542
Passaic, New Jersey,"393,248","81,532","10,449","30,579","1,408"
Salem, New Jersey,"55,002","10,437",626,875,111
Somerset, New Jersey,"243,707","34,485","2,181","53,966",491
Sussex, New Jersey,"140,812","3,748",860,"3,686",163
Union, New Jersey,"383,417","133,045","6,538","31,013","1,169"
Warren, New Jersey,"99,960","5,164",596,"3,456",170
Bernalillo, New Mexico,"590,485","29,689","46,902","24,189","2,377"
Catron, New Mexico,"3,518",50,169,22,3
Chaves, New Mexico,"61,902","2,065","1,953",810,203
Cibola, New Mexico,"15,331",496,"11,717",254,58
Colfax, New Mexico,"12,721",178,495,87,36
Curry, New Mexico,"45,169","4,096","1,533","1,244",213
De Baca, New Mexico,"1,896",21,66,17,4
Dona Ana, New Mexico,"201,180","5,648","6,730","3,862",614
Eddy, New Mexico,"51,704","1,222","1,746",574,102
Grant, New Mexico,"28,222",468,"1,056",251,61
Guadalupe, New Mexico,"4,307",114,178,82,9
Harding, New Mexico,681,6,13,6,1
Hidalgo, New Mexico,"4,662",78,77,41,6
Lea, New Mexico,"61,638","3,268","1,646",473,104
Lincoln, New Mexico,"19,278",243,832,140,52
Los Alamos, New Mexico,"16,627",233,367,"1,315",36
Luna, New Mexico,"23,801",482,753,219,57
McKinley, New Mexico,"15,308","1,061","57,140",881,119
Mora, New Mexico,"4,490",66,183,28,5
Otero, New Mexico,"57,188","3,223","5,601","1,469",367
Quay, New Mexico,"8,312",217,275,132,12
Rio Arriba, New Mexico,"32,303",472,"7,808",337,95
Roosevelt, New Mexico,"19,158",609,613,323,42
Sandoval, New Mexico,"111,011","4,467","20,005","3,335",471
San Juan, New Mexico,"76,615","1,703","52,074","1,133",206
San Miguel, New Mexico,"27,214",622,"1,191",361,64
Santa Fe, New Mexico,"136,589","2,135","7,634","2,733",455
Sierra, New Mexico,"11,460",146,514,89,14
Socorro, New Mexico,"14,883",297,"2,431",305,39
Taos, New Mexico,"29,745",381,"3,058",399,82
Torrance, New Mexico,"14,968",436,859,158,55
Union, New Mexico,"4,186",98,163,41,6
Valencia, New Mexico,"70,422","1,645","5,084",913,189
Albany, New York,"246,685","45,304","2,533","18,762",487
Allegany, New York,"46,960",874,323,633,47
Bronx, New York,"679,044","649,076","58,452","64,922","8,775"
Broome, New York,"179,428","13,303","1,570","8,934",326
Cattaraugus, New York,"74,938","1,836","3,068",825,73
Cayuga, New York,"75,280","4,326",680,680,97
Chautauqua, New York,"128,006","5,148","1,472","1,156",141
Chemung, New York,"81,548","7,711",757,"1,516",110
Chenango, New York,"49,022",674,450,381,37
Clinton, New York,"76,780","3,906",760,"1,318",99
Columbia, New York,"58,005","3,781",457,"1,407",90
Cortland, New York,"47,609","1,307",438,684,54
Delaware, New York,"45,583","1,154",369,553,58
Dutchess, New York,"251,655","35,933","3,038","13,256",458
Erie, New York,"757,417","136,338","10,435","30,792",848
Essex, New York,"37,314","1,305",402,364,36
Franklin, New York,"44,175","3,631","4,212",428,39
Fulton, New York,"53,361","1,479",389,517,55
Genesee, New York,"56,894","2,460",965,607,45
Greene, New York,"44,964","3,447",410,639,55
Hamilton, New York,"4,704",56,39,33,7
Herkimer, New York,"63,206","1,192",389,449,39
Jefferson, New York,"110,271","9,114","1,638","2,878",520
Kings, New York,"1,315,220","951,846","42,057","314,751","7,499"
Lewis, New York,"26,791",362,176,140,27
Livingston, New York,"61,977","2,195",505,"1,138",76
Madison, New York,"69,784","1,769",799,890,63
Monroe, New York,"597,722","130,311","6,799","30,825",980
Montgomery, New York,"47,911","1,780",497,519,90
Nassau, New York,"1,058,922","174,645","11,792","123,735","2,149"
New York, New York,"1,099,517","326,986","32,237","213,491","5,013"
Niagara, New York,"194,972","17,927","3,727","2,844",224
Oneida, New York,"209,543","18,440","1,781","8,548",323
Onondaga, New York,"392,468","61,414","7,458","18,503",546
Ontario, New York,"104,192","3,638",770,"1,723",123
Orange, New York,"317,336","48,732","5,750","12,355",634
Orleans, New York,"39,285","3,136",553,324,38
Oswego, New York,"118,912","1,782","1,162","1,204",77
Otsego, New York,"59,589","1,657",484,"1,087",77
Putnam, New York,"94,218","3,458",754,"2,689",137
Queens, New York,"1,175,950","511,444","47,178","598,607","9,863"
Rensselaer, New York,"144,099","13,321","1,223","4,638",168
Richmond, New York,"373,613","60,070","5,272","40,715",873
Rockland, New York,"253,438","44,161","3,108","22,725",723
St. Lawrence, New York,"107,038","3,298","1,831","1,585",126
Saratoga, New York,"213,151","5,147","1,388","6,089",187
Schenectady, New York,"129,826","20,152","2,039","8,088",517
Schoharie, New York,"31,285",601,275,320,37
Schuyler, New York,"18,155",323,155,117,19
Seneca, New York,"33,169","2,079",313,332,25
Steuben, New York,"95,656","2,246",763,"1,627",87
Suffolk, New York,"1,306,888","136,514","15,884","64,375","2,155"
Sullivan, New York,"67,308","8,629","1,043","1,622",175
Tioga, New York,"49,402",680,330,502,53
Tompkins, New York,"87,561","5,791","1,157","11,409",239
Ulster, New York,"164,929","14,724","2,045","4,526",292
Warren, New York,"64,001","1,126",516,746,60
Washington, New York,"60,740","2,354",433,436,53
Wayne, New York,"88,995","4,027",785,870,89
Westchester, New York,"740,423","164,246","13,677","64,288","1,936"
Wyoming, New York,"38,894","2,733",310,244,23
Yates, New York,"24,824",391,129,149,20
Alamance, North Carolina,"119,297","31,351","3,181","2,730",239
Alexander, North Carolina,"34,264","2,411",303,441,26
Alleghany, North Carolina,"10,657",238,114,93,6
Anson, North Carolina,"12,974","13,015",346,342,28
Ashe, North Carolina,"26,694",353,210,147,19
Avery, North Carolina,"16,685",806,163,116,11
Beaufort, North Carolina,"34,572","12,519",626,321,58
Bertie, North Carolina,"7,554","12,867",215,145,28
Bladen, North Carolina,"21,643","12,447","1,189",152,30
Brunswick, North Carolina,"97,366","13,869","1,744","1,029",149
Buncombe, North Carolina,"223,625","18,432","3,079","3,640",530
Burke, North Carolina,"79,583","6,828","1,216","3,484",656
Cabarrus, North Carolina,"148,144","32,150","2,122","5,112",280
Caldwell, North Carolina,"76,615","4,853",884,637,98
Camden, North Carolina,"8,479","1,422",109,234,15
Carteret, North Carolina,"62,124","4,904",876,"1,080",140
Caswell, North Carolina,"15,106","8,018",244,112,23
Catawba, North Carolina,"134,077","15,149","1,461","6,251",162
Chatham, North Carolina,"55,111","9,452","1,176","1,083",94
Cherokee, North Carolina,"26,045",584,822,219,29
Chowan, North Carolina,"9,474","5,153",115,109,35
Clay, North Carolina,"10,451",176,96,53,10
Cleveland, North Carolina,"75,902","21,113",704,"1,074",95
Columbus, North Carolina,"37,589","18,056","2,450",331,82
Craven, North Carolina,"78,583","24,502","1,413","3,257",317
Cumberland, North Carolina,"184,744","129,443","10,125","12,044","2,303"
Currituck, North Carolina,"22,326","1,648",274,286,29
Dare, North Carolina,"33,038","1,269",439,314,38
Davidson, North Carolina,"144,616","16,063","2,086","2,615",126
Davie, North Carolina,"38,091","3,118",445,384,25
Duplin, North Carolina,"42,925","16,022","1,149",412,279
Durham, North Carolina,"154,670","113,334","5,235","15,447",558
Edgecombe, North Carolina,"22,902","32,526",593,266,63
Forsyth, North Carolina,"249,338","101,318","5,480","8,982",665
Franklin, North Carolina,"43,904","17,130",963,549,89
Gaston, North Carolina,"171,045","34,694","2,261","3,384",200
Gates, North Carolina,"7,792","4,097",158,67,29
Graham, North Carolina,"8,022",71,697,51,14
Granville, North Carolina,"38,335","19,075",772,533,101
Greene, North Carolina,"12,840","8,014",577,111,58
Guilford, North Carolina,"305,322","175,059","7,366","24,272",803
Halifax, North Carolina,"22,623","29,088","2,348",517,73
Harnett, North Carolina,"91,718","28,374","3,363","2,298",434
Haywood, North Carolina,"57,440",869,720,338,41
Henderson, North Carolina,"102,431","4,334","1,462","1,449",250
Hertford, North Carolina,"9,075","14,917",522,227,34
Hoke, North Carolina,"27,145","18,403","5,714","1,123",295
Hyde, North Carolina,"3,932","1,779",69,26,3
Iredell, North Carolina,"137,905","21,452","1,790","4,182",188
Jackson, North Carolina,"35,327","1,088","4,373",482,51
Johnston, North Carolina,"144,007","29,175","2,722","1,911",295
Jones, North Carolina,"6,885","3,358",145,65,13
Lee, North Carolina,"45,817","12,757","1,183",864,148
Lenoir, North Carolina,"34,065","24,528",578,557,147
Lincoln, North Carolina,"73,734","5,150",673,662,67
McDowell, North Carolina,"42,375","2,058",583,492,36
Macon, North Carolina,"32,786",709,402,283,22
Madison, North Carolina,"20,361",406,226,138,16
Martin, North Carolina,"13,265","10,536",189,111,42
Mecklenburg, North Carolina,"598,940","321,345","14,388","54,892","1,872"
Mitchell, North Carolina,"15,059",151,221,84,22
Montgomery, North Carolina,"21,690","5,453",359,508,22
Moore, North Carolina,"76,184","12,928","1,418","1,262",218
Nash, North Carolina,"56,624","37,789","1,572","1,175",114
New Hanover, North Carolina,"173,618","32,640","2,740","4,123",420
Northampton, North Carolina,"8,713","12,518",205,86,12
Onslow, North Carolina,"147,908","33,474","3,403","6,341","1,045"
Orange, North Carolina,"109,994","18,131","2,055","11,540",230
Pamlico, North Carolina,"10,267","2,727",144,93,16
Pasquotank, North Carolina,"24,334","15,805",450,740,67
Pender, North Carolina,"43,730","9,986",882,506,78
Perquimans, North Carolina,"10,039","3,448",127,98,7
Person, North Carolina,"28,081","10,949",474,233,30
Pitt, North Carolina,"108,430","61,969","1,774","3,902",394
Polk, North Carolina,"19,112","1,043",220,131,9
Randolph, North Carolina,"130,560","9,774","2,350","1,844",139
Richmond, North Carolina,"29,983","14,881","1,809",614,100
Robeson, North Carolina,"46,620","35,137","55,462","1,388",278
Rockingham, North Carolina,"73,876","18,519","1,005",718,152
Rowan, North Carolina,"112,946","23,657","1,518","1,814",180
Rutherford, North Carolina,"59,887","7,501",585,469,68
Sampson, North Carolina,"43,893","18,020","2,495",525,186
Scotland, North Carolina,"17,532","14,453","4,598",403,44
Stanly, North Carolina,"52,203","7,202",416,"1,255",176
Stokes, North Carolina,"44,417","2,203",429,210,20
Surry, North Carolina,"69,522","3,395",740,620,112
Swain, North Carolina,"9,902",276,"4,391",120,17
Transylvania, North Carolina,"31,164","1,570",339,232,40
Tyrrell, North Carolina,"2,519","1,527",46,107,2
Union, North Carolina,"177,622","27,034","2,398","4,871",254
Vance, North Carolina,"21,595","23,161",516,356,55
Wake, North Carolina,"681,175","215,489","14,615","63,532","1,523"
Warren, North Carolina,"8,585","10,900","1,287",117,20
Washington, North Carolina,"6,278","6,440",128,70,7
Watauga, North Carolina,"50,382","1,189",511,739,41
Wayne, North Carolina,"81,456","41,298","1,721","2,389",299
Wilkes, North Carolina,"65,562","3,501",567,409,66
Wilson, North Carolina,"47,912","33,098",810,"1,056",105
Yadkin, North Carolina,"36,358","1,518",380,157,67
Yancey, North Carolina,"17,223",272,200,62,48
Adams, North Dakota,"2,271",14,40,16,1
Barnes, North Dakota,"10,710",162,174,144,18
Benson, North Dakota,"3,040",33,"3,782",31,5
Billings, North Dakota,886,3,6,12,0
Bottineau, North Dakota,"6,350",77,242,45,7
Bowman, North Dakota,"3,144",12,69,8,1
Burke, North Dakota,"2,137",11,32,17,0
Burleigh, North Dakota,"80,858","1,108","4,397",746,89
Cass, North Dakota,"146,254","5,379","3,249","4,591",186
Cavalier, North Dakota,"3,867",24,74,17,5
Dickey, North Dakota,"5,135",81,80,37,7
Divide, North Dakota,"2,191",19,33,14,0
Dunn, North Dakota,"3,518",48,460,24,2
Eddy, North Dakota,"2,275",12,100,14,4
Emmons, North Dakota,"3,459",18,35,11,1
Foster, North Dakota,"3,354",17,44,9,1
Golden Valley, North Dakota,"1,770",18,19,8,1
Grand Forks, North Dakota,"62,321","2,277","2,640","1,897",171
Grant, North Dakota,"2,303",15,53,9,2
Griggs, North Dakota,"2,329",8,16,6,0
Hettinger, North Dakota,"2,469",26,95,8,8
Kidder, North Dakota,"2,383",13,26,26,1
La Moure, North Dakota,"4,095",23,33,4,1
Logan, North Dakota,"1,921",6,19,8,0
McHenry, North Dakota,"5,714",30,82,32,3
McIntosh, North Dakota,"2,730",11,31,16,0
McKenzie, North Dakota,"6,473",59,"1,544",43,11
McLean, North Dakota,"8,684",54,755,26,8
Mercer, North Dakota,"8,195",67,260,39,12
Morton, North Dakota,"26,587",320,"1,455",150,48
Mountrail, North Dakota,"6,081",86,"2,757",64,10
Nelson, North Dakota,"3,026",29,70,8,1
Oliver, North Dakota,"1,781",10,55,7,0
Pembina, North Dakota,"7,061",63,211,33,4
Pierce, North Dakota,"4,242",36,217,10,3
Ramsey, North Dakota,"10,411",94,"1,280",81,20
Ransom, North Dakota,"5,393",38,66,35,4
Renville, North Dakota,"2,526",18,27,13,1
Richland, North Dakota,"15,577",184,518,139,23
Rolette, North Dakota,"3,258",65,"11,321",34,6
Sargent, North Dakota,"3,819",22,62,26,4
Sheridan, North Dakota,"1,247",8,21,2,1
Sioux, North Dakota,710,31,"3,700",11,3
Slope, North Dakota,738,3,18,0,0
Stark, North Dakota,"25,841",375,545,425,38
Steele, North Dakota,"1,965",7,30,6,0
Stutsman, North Dakota,"20,277",269,489,182,27
Towner, North Dakota,"2,248",8,94,8,0
Traill, North Dakota,"7,935",78,135,44,7
Walsh, North Dakota,"10,809",66,248,62,10
Ward, North Dakota,"60,620","2,751","2,363","1,225",203
Wells, North Dakota,"4,228",21,57,13,0
Williams, North Dakota,"25,304",299,"1,649",209,37
Adams, Ohio,"28,049",264,352,83,9
Allen, Ohio,"91,227","14,904",837,"1,121",104
Ashland, Ohio,"52,277",705,318,409,60
Ashtabula, Ohio,"95,661","5,019",903,674,85
Athens, Ohio,"60,452","2,339",764,"2,314",77
Auglaize, Ohio,"45,319",425,255,298,39
Belmont, Ohio,"66,381","3,375",401,390,39
Brown, Ohio,"43,781",623,323,185,17
Butler, Ohio,"330,126","33,809","2,855","11,555",585
Carroll, Ohio,"28,246",302,248,99,16
Champaign, Ohio,"38,303","1,354",404,259,47
Clark, Ohio,"122,624","14,682","1,394","1,357",178
Clermont, Ohio,"193,646","3,850","1,395","2,797",146
Clinton, Ohio,"40,548","1,453",337,301,39
Columbiana, Ohio,"103,224","3,291",740,520,72
Coshocton, Ohio,"36,207",674,216,152,20
Crawford, Ohio,"42,188",671,245,229,24
Cuyahoga, Ohio,"841,735","398,133","10,510","41,326","1,163"
Darke, Ohio,"51,892",577,289,253,24
Defiance, Ohio,"37,634","1,111",325,230,39
Delaware, Ohio,"165,645","7,765","1,124","9,866",177
Erie, Ohio,"68,896","8,127",741,654,73
Fairfield, Ohio,"135,531","11,075","1,283","2,484",165
Fayette, Ohio,"27,888",974,206,261,23
Franklin, Ohio,"875,660","284,450","13,272","58,755","1,908"
Fulton, Ohio,"41,910",499,321,289,19
Gallia, Ohio,"29,726","1,071",321,208,10
Geauga, Ohio,"91,854","1,589",369,829,32
Greene, Ohio,"146,015","14,295","1,731","6,125",242
Guernsey, Ohio,"38,942","1,024",357,236,24
Hamilton, Ohio,"572,188","219,607","6,616","21,648","1,277"
Hancock, Ohio,"72,801","1,979",545,"1,522",53
Hardin, Ohio,"31,053",504,224,297,35
Harrison, Ohio,"15,299",498,101,52,6
Henry, Ohio,"27,675",287,219,160,15
Highland, Ohio,"42,140","1,000",349,180,24
Hocking, Ohio,"28,904",393,259,109,27
Holmes, Ohio,"42,798",279,129,93,36
Huron, Ohio,"58,124","1,241",472,313,46
Jackson, Ohio,"32,412",389,374,159,26
Jefferson, Ohio,"64,061","4,576",433,465,55
Knox, Ohio,"59,636",902,389,575,44
Lake, Ohio,"217,786","10,196","1,236","3,632",169
Lawrence, Ohio,"60,296","1,847",449,352,41
Licking, Ohio,"159,550","7,893","1,481","1,937",147
Logan, Ohio,"44,180","1,335",332,446,49
Lorain, Ohio,"270,168","31,788","3,334","4,463",359
Lucas, Ohio,"342,126","93,504","4,830","9,234",471
Madison, Ohio,"39,732","3,168",330,390,34
Mahoning, Ohio,"194,862","40,698","2,068","2,637",251
Marion, Ohio,"61,447","4,814",483,491,63
Medina, Ohio,"169,180","3,208",986,"2,418",57
Meigs, Ohio,"23,283",317,191,84,10
Mercer, Ohio,"40,307",330,231,270,102
Miami, Ohio,"99,260","3,304",695,"1,590",48
Monroe, Ohio,"14,469",123,129,41,4
Montgomery, Ohio,"410,858","120,578","5,047","13,246",621
Morgan, Ohio,"14,375",704,242,89,22
Morrow, Ohio,"34,627",361,286,172,23
Muskingum, Ohio,"81,927","4,843",817,575,69
Noble, Ohio,"14,134",428,96,46,7
Ottawa, Ohio,"40,696",675,263,203,20
Paulding, Ohio,"18,965",343,189,79,13
Perry, Ohio,"35,683",318,388,85,20
Pickaway, Ohio,"53,902","2,371",399,371,38
Pike, Ohio,"27,999",485,408,100,16
Portage, Ohio,"153,325","8,852","1,179","3,240",173
Preble, Ohio,"41,290",414,342,286,17
Putnam, Ohio,"33,825",264,192,114,14
Richland, Ohio,"109,957","12,906",919,"1,095",108
Ross, Ohio,"72,121","5,612",871,528,72
Sandusky, Ohio,"58,149","2,713",518,334,30
Scioto, Ohio,"75,663","2,758","1,088",431,47
Seneca, Ohio,"54,072","2,078",381,444,47
Shelby, Ohio,"47,521","1,596",280,595,71
Stark, Ohio,"341,506","34,663","3,260","4,184",274
Summit, Ohio,"446,475","86,601","4,377","15,763",459
Trumbull, Ohio,"188,239","19,789","1,469","1,533",154
Tuscarawas, Ohio,"90,680","1,310",803,453,256
Union, Ohio,"49,788","1,596",359,"1,732",48
Van Wert, Ohio,"28,275",513,171,128,14
Vinton, Ohio,"13,105",122,138,50,6
Warren, Ohio,"199,769","8,692","1,254","10,698",200
Washington, Ohio,"60,128","1,116",597,525,49
Wayne, Ohio,"111,863","2,666",747,"1,221",82
Williams, Ohio,"36,776",591,281,257,20
Wood, Ohio,"122,627","4,342","1,043","2,700",114
Wyandot, Ohio,"22,289",188,143,188,8
Adair, Oklahoma,"12,088",224,"12,062",162,18
Alfalfa, Oklahoma,"5,176",295,293,29,6
Atoka, Oklahoma,"11,364",684,"2,862",92,26
Beaver, Oklahoma,"5,429",92,188,29,4
Beckham, Oklahoma,"21,201","1,182","1,164",246,21
Blaine, Oklahoma,"8,447",447,"1,230",64,18
Bryan, Oklahoma,"36,466","1,109","8,644",381,64
Caddo, Oklahoma,"20,899","1,319","9,043",194,65
Canadian, Oklahoma,"108,881","4,554","9,626","4,455",222
Carter, Oklahoma,"39,127","4,281","6,979",679,93
Cherokee, Oklahoma,"30,178","1,069","20,770",434,73
Choctaw, Oklahoma,"10,805","1,894","3,414",115,21
Cimarron, Oklahoma,"2,355",23,48,9,1
Cleveland, Oklahoma,"228,294","15,989","22,826","13,267",643
Coal, Oklahoma,"4,832",123,"1,444",37,4
Comanche, Oklahoma,"91,385","26,152","11,516","5,153","1,275"
Cotton, Oklahoma,"5,321",227,872,39,25
Craig, Oklahoma,"11,084",658,"4,150",147,38
Creek, Oklahoma,"61,014","2,422","11,312",492,104
Custer, Oklahoma,"25,067","1,174","2,866",501,48
Delaware, Oklahoma,"31,110",312,"12,646",569,60
Dewey, Oklahoma,"4,429",67,412,49,5
Ellis, Oklahoma,"3,974",46,125,16,1
Garfield, Oklahoma,"55,517","2,761","3,134","1,051","1,218"
Garvin, Oklahoma,"24,079",982,"3,388",209,42
Grady, Oklahoma,"48,337","1,731","5,025",376,85
Grant, Oklahoma,"4,323",100,192,26,4
Greer, Oklahoma,"5,396",527,316,35,15
Harmon, Oklahoma,"2,587",265,132,23,3
Harper, Oklahoma,"3,608",38,92,10,12
Haskell, Oklahoma,"10,609",169,"2,924",114,17
Hughes, Oklahoma,"10,391",885,"3,415",67,18
Jackson, Oklahoma,"22,909","2,451","1,235",533,112
Jefferson, Oklahoma,"5,876",115,633,42,11
Johnston, Oklahoma,"8,979",323,"2,458",75,18
Kay, Oklahoma,"39,612","1,427","6,596",399,104
Kingfisher, Oklahoma,"14,156",305,865,83,13
Kiowa, Oklahoma,"8,140",518,898,69,20
Latimer, Oklahoma,"8,547",213,"3,051",77,11
Le Flore, Oklahoma,"41,836","1,426","9,003",418,100
Lincoln, Oklahoma,"31,138",851,"3,762",177,40
Logan, Oklahoma,"37,798","4,488","2,750",406,74
