County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Pondera, Montana,"5,251",55,"1,032",45,10
Powder River, Montana,"1,708",15,51,7,0
Powell, Montana,"6,553",104,382,50,6
Prairie, Montana,"1,162",15,30,14,2
Ravalli, Montana,"39,863",257,980,431,69
Richland, Montana,"10,911",100,380,79,15
Roosevelt, Montana,"4,557",64,"6,775",80,13
Rosebud, Montana,"5,896",76,"3,532",102,15
Sanders, Montana,"10,778",72,747,77,14
Sheridan, Montana,"3,566",33,114,35,4
Silver Bow, Montana,"33,348",252,"1,259",346,71
Stillwater, Montana,"9,140",67,204,73,17
Sweet Grass, Montana,"3,614",19,65,34,6
Teton, Montana,"5,944",23,185,28,6
Toole, Montana,"4,786",60,355,46,6
Treasure, Montana,680,7,26,5,0
Valley, Montana,"6,820",59,854,73,12
Wheatland, Montana,"2,096",25,47,23,2
Wibaux, Montana,"1,100",6,18,10,2
Yellowstone, Montana,"144,942","2,281","9,092","1,889",365
Adams, Nebraska,"30,456",493,428,568,58
Antelope, Nebraska,"6,394",37,29,30,1
Arthur, Nebraska,454,2,10,1,1
Banner, Nebraska,754,4,8,1,0
Blaine, Nebraska,480,2,2,1,1
Boone, Nebraska,"5,328",33,43,25,2
Box Butte, Nebraska,"10,689",146,632,84,9
Boyd, Nebraska,"1,983",7,32,19,2
Brown, Nebraska,"2,900",21,29,9,1
Buffalo, Nebraska,"46,445",733,467,775,79
Burt, Nebraska,"6,378",61,162,37,15
Butler, Nebraska,"8,221",52,51,46,3
Cass, Nebraska,"24,976",234,308,173,41
Cedar, Nebraska,"8,642",27,72,27,5
Chase, Nebraska,"3,969",24,33,6,1
Cherry, Nebraska,"5,422",52,423,44,8
Cheyenne, Nebraska,"9,761",69,182,196,10
Clay, Nebraska,"6,238",66,102,21,21
Colfax, Nebraska,"9,661",313,400,103,59
Cuming, Nebraska,"8,879",67,89,48,11
Custer, Nebraska,"10,649",95,108,42,4
Dakota, Nebraska,"18,387","1,032",945,831,84
Dawes, Nebraska,"8,367",229,472,203,70
Dawson, Nebraska,"22,448","1,100",629,248,73
Deuel, Nebraska,"1,903",14,28,7,1
Dixon, Nebraska,"5,755",61,62,22,10
Dodge, Nebraska,"35,333",593,546,344,151
Douglas, Nebraska,"450,236","70,097","10,466","20,096","1,069"
Dundy, Nebraska,"1,939",22,44,2,6
Fillmore, Nebraska,"5,595",54,52,34,1
Franklin, Nebraska,"3,060",20,36,10,0
Frontier, Nebraska,"2,684",18,18,9,1
Furnas, Nebraska,"4,806",37,53,19,5
Gage, Nebraska,"21,459",209,282,187,12
Garden, Nebraska,"1,878",19,28,3,0
Garfield, Nebraska,"2,021",13,3,6,1
Gosper, Nebraska,"1,948",20,22,15,1
Grant, Nebraska,629,2,7,1,0
Greeley, Nebraska,"2,467",21,20,5,0
Hall, Nebraska,"57,111","1,807","1,338","1,047",323
Hamilton, Nebraska,"9,028",59,56,46,9
Harlan, Nebraska,"3,483",15,31,11,0
Hayes, Nebraska,962,7,4,4,1
Hitchcock, Nebraska,"2,846",20,32,10,0
Holt, Nebraska,"10,324",52,88,44,14
Hooker, Nebraska,724,2,16,0,1
Howard, Nebraska,"6,281",40,62,26,9
Jefferson, Nebraska,"7,457",72,67,53,8
Johnson, Nebraska,"4,699",312,89,90,1
Kearney, Nebraska,"6,481",37,53,33,5
Keith, Nebraska,"7,975",77,104,69,11
Keya Paha, Nebraska,788,2,4,1,0
Kimball, Nebraska,"3,589",31,96,48,8
Knox, Nebraska,"7,688",60,892,56,10
Lancaster, Nebraska,"270,825","15,453","4,897","13,459",529
Lincoln, Nebraska,"35,114",529,552,320,56
Logan, Nebraska,748,4,13,4,0
Loup, Nebraska,569,6,1,0,0
McPherson, Nebraska,524,6,0,3,0
Madison, Nebraska,"33,748",846,819,373,61
Merrick, Nebraska,"7,623",67,82,110,11
Morrill, Nebraska,"4,773",38,109,51,2
Nance, Nebraska,"3,591",24,32,8,1
Nemaha, Nebraska,"7,007",122,69,61,4
Nuckolls, Nebraska,"4,371",26,45,20,1
Otoe, Nebraska,"15,444",173,166,135,36
Pawnee, Nebraska,"2,683",28,25,17,0
Perkins, Nebraska,"2,883",25,12,9,2
Phelps, Nebraska,"9,081",72,97,47,6
Pierce, Nebraska,"7,074",34,49,38,3
Platte, Nebraska,"31,600",352,568,250,60
Polk, Nebraska,"5,222",31,52,21,5
Red Willow, Nebraska,"10,773",154,157,63,8
Richardson, Nebraska,"7,780",69,367,60,10
Rock, Nebraska,"1,394",2,16,6,0
Saline, Nebraska,"13,636",278,239,340,73
Sarpy, Nebraska,"156,423","9,651","2,268","5,626",507
Saunders, Nebraska,"20,630",187,173,139,21
Scotts Bluff, Nebraska,"35,127",460,"1,362",369,63
Seward, Nebraska,"16,826",172,166,131,22
Sheridan, Nebraska,"4,675",49,651,41,18
Sherman, Nebraska,"3,086",13,12,14,2
Sioux, Nebraska,"1,295",7,32,1,0
Stanton, Nebraska,"5,999",92,107,26,3
Thayer, Nebraska,"5,137",39,36,28,1
Thomas, Nebraska,695,2,3,3,1
Thurston, Nebraska,"2,955",77,"3,962",59,8
Valley, Nebraska,"4,157",25,20,25,5
Washington, Nebraska,"19,915",249,148,115,37
Wayne, Nebraska,"9,073",217,127,88,22
Webster, Nebraska,"3,628",45,38,29,16
Wheeler, Nebraska,754,0,4,5,0
York, Nebraska,"13,481",276,170,118,20
Churchill, Nevada,"21,432",777,"1,578","1,116",167
Clark, Nevada,"1,545,290","265,938","42,801","238,700","31,674"
Douglas, Nevada,"44,579",676,"1,719","1,376",289
Elko, Nevada,"47,745",963,"3,844",944,266
Esmeralda, Nevada,764,27,54,8,4
Eureka, Nevada,"1,973",38,90,25,6
Humboldt, Nevada,"16,047",325,"1,076",292,92
Lander, Nevada,"5,591",112,385,58,14
Lincoln, Nevada,"4,924",228,124,65,27
Lyon, Nevada,"48,085","1,168","2,584","1,226",304
Mineral, Nevada,"3,508",283,846,146,24
Nye, Nevada,"39,256","1,456","1,462","1,099",364
Pershing, Nevada,"6,190",321,385,125,31
Storey, Nevada,"3,686",89,113,110,23
Washoe, Nevada,"384,190","15,518","13,420","30,961","4,776"
White Pine, Nevada,"9,003",509,601,153,33
Carson City, Nevada,"49,907","1,518","2,207","1,682",282
Belknap, New Hampshire,"58,804",714,529,945,64
Carroll, New Hampshire,"46,693",419,485,446,29
Cheshire, New Hampshire,"74,732",929,703,"1,329",65
Coos, New Hampshire,"31,442",320,415,266,15
Grafton, New Hampshire,"85,135","1,443","1,008","3,594",79
Hillsborough, New Hampshire,"377,080","13,665","3,427","16,904",531
Merrimack, New Hampshire,"141,853","2,553","1,312","3,121",121
Rockingham, New Hampshire,"290,012","3,914","2,022","7,156",279
Strafford, New Hampshire,"118,906","2,464","1,067","4,438",176
Sullivan, New Hampshire,"42,251",462,530,382,35
Atlantic, New Jersey,"202,521","51,702","3,740","24,594",594
Bergen, New Jersey,"709,308","70,278","7,349","155,321","1,836"
Burlington, New Jersey,"346,712","86,258","4,616","25,757",773
Camden, New Jersey,"370,744","115,232","6,180","32,215",960
Cape May, New Jersey,"89,573","5,759",762,"1,390",161
Cumberland, New Jersey,"117,234","37,212","4,100","2,941",400
Essex, New Jersey,"407,827","343,423","10,201","45,521","2,012"
Gloucester, New Jersey,"249,539","34,319","2,045","10,057",370
Hudson, New Jersey,"450,156","110,089","12,225","104,034","2,175"
Hunterdon, New Jersey,"117,685","3,947",600,"5,437",137
Mercer, New Jersey,"250,823","82,155","4,034","40,525","1,282"
Middlesex, New Jersey,"534,244","100,335","9,315","201,587","1,511"
Monmouth, New Jersey,"544,263","53,487","4,696","38,156",744
Morris, New Jersey,"430,036","20,711","3,154","53,718",503
Ocean, New Jersey,"549,409","23,844","3,654","13,777",532
Passaic, New Jersey,"393,557","82,165","10,602","31,198","1,431"
Salem, New Jersey,"54,451","10,380",661,916,89
Somerset, New Jersey,"243,598","35,278","2,283","55,676",489
Sussex, New Jersey,"139,526","3,803",851,"3,766",157
Union, New Jersey,"385,301","134,560","6,622","32,038","1,222"
Warren, New Jersey,"99,301","5,387",622,"3,521",169
Bernalillo, New Mexico,"591,500","29,861","47,489","24,744","2,444"
Catron, New Mexico,"3,451",50,184,17,6
Chaves, New Mexico,"61,888","2,047","2,052",872,208
Cibola, New Mexico,"15,325",507,"11,801",257,60
Colfax, New Mexico,"12,557",177,508,94,36
Curry, New Mexico,"45,006","4,070","1,577","1,267",225
De Baca, New Mexico,"1,867",28,72,6,2
Dona Ana, New Mexico,"200,347","5,826","6,858","3,929",630
Eddy, New Mexico,"52,538","1,358","1,813",626,111
Grant, New Mexico,"28,105",495,"1,099",284,65
Guadalupe, New Mexico,"4,258",114,178,82,6
Harding, New Mexico,676,8,14,4,0
Hidalgo, New Mexico,"4,508",79,74,44,6
Lea, New Mexico,"63,279","3,405","1,797",535,108
Lincoln, New Mexico,"19,054",265,894,147,57
Los Alamos, New Mexico,"16,294",240,384,"1,296",35
Luna, New Mexico,"23,441",523,773,247,52
McKinley, New Mexico,"15,285","1,148","57,728",893,123
Mora, New Mexico,"4,485",71,185,36,1
Otero, New Mexico,"56,767","3,343","5,605","1,537",347
Quay, New Mexico,"8,196",217,292,135,17
Rio Arriba, New Mexico,"32,067",491,"7,773",378,106
Roosevelt, New Mexico,"18,738",629,622,328,59
Sandoval, New Mexico,"111,760","4,624","20,306","3,355",478
San Juan, New Mexico,"75,121","1,761","51,665","1,170",220
San Miguel, New Mexico,"26,832",604,"1,214",371,63
Santa Fe, New Mexico,"137,329","2,254","7,810","2,787",453
Sierra, New Mexico,"11,123",149,526,95,14
Socorro, New Mexico,"14,825",329,"2,470",329,40
Taos, New Mexico,"29,913",412,"3,112",387,82
Torrance, New Mexico,"14,601",442,858,154,73
Union, New Mexico,"4,124",112,174,41,3
Valencia, New Mexico,"70,000","1,638","5,172",978,199
Albany, New York,"246,586","45,883","2,508","19,462",513
Allegany, New York,"46,806",881,325,658,49
Bronx, New York,"684,586","653,877","58,923","66,112","8,812"
Broome, New York,"178,197","13,643","1,566","9,043",324
Cattaraugus, New York,"74,438","1,883","3,143",859,77
Cayuga, New York,"75,056","4,420",666,718,100
Chautauqua, New York,"127,617","5,260","1,501","1,188",152
Chemung, New York,"80,918","7,688",754,"1,543",108
Chenango, New York,"48,559",701,471,411,38
Clinton, New York,"76,654","3,962",774,"1,331",92
Columbia, New York,"57,622","3,865",477,"1,460",96
Cortland, New York,"47,372","1,318",449,699,43
Delaware, New York,"45,156","1,217",366,564,58
Dutchess, New York,"250,878","36,339","3,030","13,418",498
Erie, New York,"756,922","137,242","10,443","31,810",897
Essex, New York,"37,095","1,321",414,368,41
Franklin, New York,"43,953","3,659","4,256",431,39
Fulton, New York,"52,949","1,467",386,516,52
Genesee, New York,"56,398","2,532",953,610,50
Greene, New York,"44,719","3,480",414,610,60
Hamilton, New York,"4,689",64,46,31,4
Herkimer, New York,"62,805","1,240",393,483,38
Jefferson, New York,"108,408","9,354","1,642","2,994",545
Kings, New York,"1,327,496","954,848","42,314","325,263","7,550"
Lewis, New York,"26,679",377,195,153,28
Livingston, New York,"61,681","2,211",527,"1,192",69
Madison, New York,"69,740","1,831",808,947,61
Monroe, New York,"598,101","131,269","6,867","31,366","1,014"
Montgomery, New York,"47,811","1,888",503,550,107
Nassau, New York,"1,055,537","178,051","12,005","128,004","2,236"
New York, New York,"1,101,076","328,381","32,332","216,187","5,103"
Niagara, New York,"194,223","18,076","3,715","2,960",232
Oneida, New York,"208,751","18,709","1,794","8,951",322
Onondaga, New York,"392,886","62,139","7,464","19,050",563
Ontario, New York,"104,454","3,868",803,"1,779",107
Orange, New York,"317,486","49,964","5,852","12,672",652
Orleans, New York,"38,923","3,222",545,324,51
Oswego, New York,"118,412","1,889","1,196","1,218",89
Otsego, New York,"59,208","1,770",486,"1,136",75
Putnam, New York,"93,876","3,713",770,"2,835",145
Queens, New York,"1,179,994","516,148","47,403","611,567","10,055"
Rensselaer, New York,"143,983","13,695","1,224","4,690",185
Richmond, New York,"374,266","60,957","5,309","41,309",875
Rockland, New York,"255,260","45,264","3,172","23,206",760
St. Lawrence, New York,"106,700","3,347","1,816","1,616",124
Saratoga, New York,"214,106","5,307","1,412","6,562",186
Schenectady, New York,"129,491","20,606","2,096","8,345",502
Schoharie, New York,"31,019",631,270,328,33
Schuyler, New York,"18,079",345,158,127,13
Seneca, New York,"33,080","2,114",330,365,17
Steuben, New York,"95,275","2,296",763,"1,708",76
Suffolk, New York,"1,305,168","138,441","16,132","66,256","2,164"
Sullivan, New York,"67,110","8,650","1,049","1,672",163
Tioga, New York,"49,211",693,333,509,59
Tompkins, New York,"88,137","5,925","1,164","11,630",236
Ulster, New York,"163,942","14,858","2,068","4,650",293
Warren, New York,"63,762","1,155",547,756,58
Washington, New York,"60,439","2,388",447,472,57
Wayne, New York,"88,478","3,979",770,901,98
Westchester, New York,"743,943","167,002","13,884","66,193","2,024"
Wyoming, New York,"38,568","2,731",313,274,37
Yates, New York,"24,715",369,136,156,26
Alamance, North Carolina,"119,607","31,645","3,189","2,866",249
Alexander, North Carolina,"34,176","2,439",305,456,30
Alleghany, North Carolina,"10,598",249,125,96,12
Anson, North Carolina,"12,904","12,889",322,341,43
Ashe, North Carolina,"26,647",392,218,148,16
Avery, North Carolina,"16,743",814,169,121,16
Beaufort, North Carolina,"34,645","12,425",625,331,60
Bertie, North Carolina,"7,494","12,674",225,151,33
Bladen, North Carolina,"21,603","12,381","1,208",165,29
Brunswick, North Carolina,"100,223","14,077","1,768","1,092",161
Buncombe, North Carolina,"226,735","18,574","3,127","3,832",546
Burke, North Carolina,"78,996","6,843","1,226","3,542",662
Cabarrus, North Carolina,"149,780","33,263","2,210","5,475",284
Caldwell, North Carolina,"76,656","4,825",895,675,100
Camden, North Carolina,"8,557","1,447",123,272,19
Carteret, North Carolina,"62,705","4,954",930,"1,126",148
Caswell, North Carolina,"15,191","7,956",270,117,28
Catawba, North Carolina,"133,954","15,346","1,469","6,564",167
Chatham, North Carolina,"55,940","9,439","1,217","1,192",90
Cherokee, North Carolina,"26,167",614,854,232,25
Chowan, North Carolina,"9,468","5,165",127,115,33
Clay, North Carolina,"10,392",178,101,57,6
Cleveland, North Carolina,"75,581","21,012",718,"1,124",94
Columbus, North Carolina,"37,359","17,919","2,462",354,93
Craven, North Carolina,"77,943","24,318","1,380","3,375",336
Cumberland, North Carolina,"186,121","130,737","10,234","12,330","2,335"
Currituck, North Carolina,"22,530","1,723",292,289,28
Dare, North Carolina,"33,477","1,312",487,314,34
Davidson, North Carolina,"144,530","16,373","2,105","2,666",141
Davie, North Carolina,"38,233","3,113",446,406,22
Duplin, North Carolina,"43,008","15,993","1,156",450,277
Durham, North Carolina,"158,236","115,537","5,313","15,884",584
Edgecombe, North Carolina,"22,872","32,410",618,240,54
Forsyth, North Carolina,"251,167","102,669","5,591","9,371",712
Franklin, North Carolina,"44,351","17,364",983,579,91
Gaston, North Carolina,"171,802","35,317","2,278","3,567",207
Gates, North Carolina,"7,647","4,005",158,79,17
Graham, North Carolina,"8,041",86,718,50,11
Granville, North Carolina,"38,587","19,181",786,585,99
Greene, North Carolina,"12,828","7,893",565,126,60
Guilford, North Carolina,"306,958","178,375","7,509","25,301",844
Halifax, North Carolina,"22,378","28,825","2,369",524,67
Harnett, North Carolina,"93,669","29,318","3,436","2,438",467
Haywood, North Carolina,"57,739",942,751,369,35
Henderson, North Carolina,"103,645","4,531","1,543","1,515",246
Hertford, North Carolina,"9,124","14,780",608,241,23
Hoke, North Carolina,"27,565","18,753","5,791","1,263",318
Hyde, North Carolina,"3,934","1,747",67,31,3
Iredell, North Carolina,"139,439","21,647","1,830","4,379",213
Jackson, North Carolina,"35,714","1,164","4,325",489,48
Johnston, North Carolina,"146,174","30,145","2,805","2,011",298
Jones, North Carolina,"6,846","3,337",130,75,11
Lee, North Carolina,"46,487","12,777","1,221",895,158
Lenoir, North Carolina,"33,827","24,506",596,561,142
Lincoln, North Carolina,"74,142","5,202",720,682,66
McDowell, North Carolina,"42,290","2,162",584,475,42
Macon, North Carolina,"32,714",758,419,318,29
Madison, North Carolina,"20,456",443,256,137,24
Martin, North Carolina,"13,192","10,402",180,124,48
Mecklenburg, North Carolina,"609,646","331,890","14,830","57,314","1,893"
Mitchell, North Carolina,"15,003",163,214,94,24
Montgomery, North Carolina,"21,609","5,471",362,491,30
Moore, North Carolina,"77,223","13,051","1,476","1,339",235
Nash, North Carolina,"55,847","38,227","1,576","1,190",130
New Hanover, North Carolina,"177,087","33,283","2,739","4,369",446
Northampton, North Carolina,"8,443","12,316",208,86,17
Onslow, North Carolina,"148,924","33,611","3,562","6,616","1,086"
Orange, North Carolina,"111,366","18,523","2,142","11,988",230
Pamlico, North Carolina,"10,129","2,751",130,107,19
Pasquotank, North Carolina,"23,956","15,631",462,774,68
Pender, North Carolina,"44,772","10,055",933,554,87
Perquimans, North Carolina,"10,115","3,457",119,101,9
Person, North Carolina,"28,027","11,067",472,250,34
Pitt, North Carolina,"109,196","62,485","1,812","3,966",404
Polk, North Carolina,"19,235","1,080",223,151,7
Randolph, North Carolina,"130,261","10,058","2,398","1,904",160
Richmond, North Carolina,"29,900","14,874","1,871",633,105
Robeson, North Carolina,"46,271","35,008","55,526","1,364",294
Rockingham, North Carolina,"73,209","18,352","1,030",747,160
Rowan, North Carolina,"112,946","23,933","1,532","1,864",185
Rutherford, North Carolina,"59,537","7,445",613,486,69
Sampson, North Carolina,"44,121","18,013","2,450",526,189
Scotland, North Carolina,"17,410","14,449","4,562",389,40
Stanly, North Carolina,"52,186","7,296",431,"1,290",189
Stokes, North Carolina,"44,237","2,187",452,199,25
Surry, North Carolina,"69,031","3,400",752,607,117
Swain, North Carolina,"9,842",294,"4,411",128,21
Transylvania, North Carolina,"31,211","1,632",364,231,41
Tyrrell, North Carolina,"2,479","1,540",44,105,2
Union, North Carolina,"180,928","27,706","2,470","5,217",263
Vance, North Carolina,"21,398","23,098",524,340,47
Wake, North Carolina,"694,751","221,098","14,966","67,026","1,596"
Warren, North Carolina,"8,629","10,837","1,302",124,18
Washington, North Carolina,"6,323","6,391",141,74,8
Watauga, North Carolina,"50,567","1,250",541,758,38
Wayne, North Carolina,"81,535","41,444","1,788","2,488",297
Wilkes, North Carolina,"65,313","3,543",562,415,77
Wilson, North Carolina,"47,826","33,071",824,"1,094",123
Yadkin, North Carolina,"36,309","1,506",381,152,67
Yancey, North Carolina,"17,134",292,203,69,56
Adams, North Dakota,"2,313",23,43,22,1
Barnes, North Dakota,"10,797",196,196,166,17
Benson, North Dakota,"3,123",33,"3,826",37,3
Billings, North Dakota,854,3,6,13,0
Bottineau, North Dakota,"6,485",85,259,50,6
Bowman, North Dakota,"3,128",19,83,9,1
Burke, North Dakota,"2,254",26,41,15,0
Burleigh, North Dakota,"83,224","1,305","4,455",815,100
Cass, North Dakota,"151,332","6,297","3,353","4,860",227
Cavalier, North Dakota,"3,816",28,73,17,1
Dickey, North Dakota,"5,127",67,89,42,4
Divide, North Dakota,"2,269",22,29,19,3
Dunn, North Dakota,"3,711",48,458,33,3
Eddy, North Dakota,"2,302",17,107,13,2
Emmons, North Dakota,"3,454",22,36,10,0
Foster, North Dakota,"3,319",27,43,11,0
Golden Valley, North Dakota,"1,790",17,25,5,1
Grand Forks, North Dakota,"63,524","2,599","2,686","2,013",172
Grant, North Dakota,"2,331",16,60,13,2
Griggs, North Dakota,"2,268",8,16,7,0
Hettinger, North Dakota,"2,553",33,107,14,4
Kidder, North Dakota,"2,381",18,27,26,1
La Moure, North Dakota,"4,133",21,30,8,1
Logan, North Dakota,"1,927",12,16,10,0
McHenry, North Dakota,"5,820",44,96,31,3
McIntosh, North Dakota,"2,717",16,30,13,2
McKenzie, North Dakota,"7,669",115,"1,632",59,13
McLean, North Dakota,"8,795",65,799,24,8
Mercer, North Dakota,"8,313",69,265,40,13
Morton, North Dakota,"27,495",364,"1,447",192,55
Mountrail, North Dakota,"6,611",100,"2,861",62,9
Nelson, North Dakota,"3,022",25,79,13,0
Oliver, North Dakota,"1,813",12,59,9,0
Pembina, North Dakota,"6,981",52,212,36,2
Pierce, North Dakota,"4,217",37,230,8,2
Ramsey, North Dakota,"10,376",117,"1,312",95,14
Ransom, North Dakota,"5,419",53,78,31,6
Renville, North Dakota,"2,570",30,35,12,0
Richland, North Dakota,"15,663",204,558,154,22
Rolette, North Dakota,"3,330",91,"11,482",43,9
Sargent, North Dakota,"3,798",29,65,27,4
Sheridan, North Dakota,"1,282",8,29,5,2
Sioux, North Dakota,776,35,"3,730",21,5
Slope, North Dakota,743,4,18,0,0
Stark, North Dakota,"27,003",522,585,473,55
Steele, North Dakota,"1,934",6,32,2,0
Stutsman, North Dakota,"20,366",299,506,194,48
Towner, North Dakota,"2,219",15,106,11,0
Traill, North Dakota,"8,062",102,153,44,10
Walsh, North Dakota,"10,798",82,300,66,10
Ward, North Dakota,"62,752","3,156","2,416","1,329",237
Wells, North Dakota,"4,165",24,52,12,0
Williams, North Dakota,"27,797",509,"1,789",303,33
Adams, Ohio,"27,787",277,338,77,11
Allen, Ohio,"91,015","15,093",831,"1,195",118
Ashland, Ohio,"52,075",734,320,431,70
Ashtabula, Ohio,"95,171","5,047",896,670,100
Athens, Ohio,"60,449","2,401",778,"2,440",94
Auglaize, Ohio,"45,308",455,267,329,44
Belmont, Ohio,"66,285","3,409",409,409,46
Brown, Ohio,"43,608",624,336,183,26
Butler, Ohio,"329,803","34,281","2,938","11,872",612
Carroll, Ohio,"27,927",318,252,105,12
Champaign, Ohio,"38,161","1,344",417,262,35
Clark, Ohio,"122,321","14,718","1,420","1,411",192
Clermont, Ohio,"194,540","4,006","1,427","2,920",147
Clinton, Ohio,"40,585","1,459",354,319,39
Columbiana, Ohio,"102,609","3,360",751,548,65
Coshocton, Ohio,"36,089",698,236,160,16
Crawford, Ohio,"42,101",696,270,236,24
Cuyahoga, Ohio,"838,020","398,314","10,514","42,589","1,260"
Darke, Ohio,"51,760",578,308,266,26
Defiance, Ohio,"37,367","1,129",356,220,27
Delaware, Ohio,"168,586","7,998","1,164","10,561",188
Erie, Ohio,"68,612","8,079",743,676,72
Fairfield, Ohio,"136,280","11,628","1,313","2,561",177
Fayette, Ohio,"27,797","1,009",216,268,20
Franklin, Ohio,"885,277","289,897","13,476","60,991","1,874"
Fulton, Ohio,"41,838",489,332,274,21
Gallia, Ohio,"29,525","1,071",329,212,9
Geauga, Ohio,"91,884","1,621",395,882,32
Greene, Ohio,"145,444","14,142","1,718","6,249",266
Guernsey, Ohio,"38,718","1,038",365,231,35
Hamilton, Ohio,"572,600","221,160","6,618","22,195","1,278"
Hancock, Ohio,"72,807","2,045",549,"1,549",50
Hardin, Ohio,"31,016",534,224,303,29
Harrison, Ohio,"15,207",500,109,64,10
Henry, Ohio,"27,645",313,237,172,9
Highland, Ohio,"42,358","1,020",360,205,17
Hocking, Ohio,"28,290",325,268,118,16
Holmes, Ohio,"43,290",296,144,99,22
Huron, Ohio,"57,678","1,273",477,341,41
Jackson, Ohio,"32,277",414,386,154,23
Jefferson, Ohio,"63,726","4,575",451,460,57
Knox, Ohio,"59,600",945,385,639,32
Lake, Ohio,"217,661","10,646","1,297","3,747",150
Lawrence, Ohio,"60,099","1,887",458,358,30
Licking, Ohio,"160,003","8,164","1,516","2,030",136
Logan, Ohio,"44,139","1,428",353,473,43
Lorain, Ohio,"271,132","32,127","3,377","4,642",366
Lucas, Ohio,"340,964","93,853","4,915","9,520",470
Madison, Ohio,"40,001","3,175",332,436,30
Mahoning, Ohio,"193,624","40,318","2,080","2,728",261
Marion, Ohio,"61,075","4,888",465,529,69
Medina, Ohio,"170,100","3,403","1,013","2,542",72
Meigs, Ohio,"23,144",339,180,91,8
Mercer, Ohio,"40,209",354,235,267,103
Miami, Ohio,"99,458","3,459",733,"1,619",62
Monroe, Ohio,"14,445",145,118,47,10
Montgomery, Ohio,"410,364","120,746","5,047","13,526",616
Morgan, Ohio,"14,340",735,243,85,24
Morrow, Ohio,"34,625",407,279,200,27
Muskingum, Ohio,"81,211","4,945",831,572,75
Noble, Ohio,"14,137",454,101,49,5
Ottawa, Ohio,"40,462",704,277,204,17
Paulding, Ohio,"18,895",355,194,97,15
Perry, Ohio,"35,645",331,396,95,26
Pickaway, Ohio,"53,808","2,428",412,382,40
Pike, Ohio,"27,825",509,406,120,21
Portage, Ohio,"153,181","8,952","1,207","3,345",189
Preble, Ohio,"41,125",428,328,309,16
Putnam, Ohio,"33,685",297,196,125,15
Richland, Ohio,"109,305","12,710",949,"1,133",119
Ross, Ohio,"72,331","5,837",910,571,69
Sandusky, Ohio,"57,767","2,745",514,340,32
Scioto, Ohio,"75,240","2,738","1,082",428,47
Seneca, Ohio,"53,909","2,122",376,440,51
Shelby, Ohio,"47,418","1,698",288,580,87
Stark, Ohio,"341,467","35,071","3,325","4,327",283
Summit, Ohio,"446,007","87,234","4,431","16,593",429
Trumbull, Ohio,"187,127","19,927","1,484","1,599",163
Tuscarawas, Ohio,"90,910","1,344",822,466,255
Union, Ohio,"50,199","1,722",365,"1,756",43
Van Wert, Ohio,"27,997",505,179,123,15
Vinton, Ohio,"13,117",131,145,45,8
Warren, Ohio,"201,040","8,941","1,289","11,086",200
Washington, Ohio,"59,926","1,164",587,564,48
Wayne, Ohio,"111,986","2,733",744,"1,238",79
Williams, Ohio,"36,730",606,281,245,18
Wood, Ohio,"122,980","4,514","1,042","2,766",133
Wyandot, Ohio,"22,135",191,146,190,13
Adair, Oklahoma,"12,157",228,"11,943",160,18
Alfalfa, Oklahoma,"5,341",292,316,34,8
Atoka, Oklahoma,"11,244",680,"2,855",92,25
Beaver, Oklahoma,"5,379",101,193,28,3
Beckham, Oklahoma,"21,531","1,263","1,215",255,29
Blaine, Oklahoma,"8,364",454,"1,245",76,18
Bryan, Oklahoma,"37,065","1,168","8,811",393,60
Caddo, Oklahoma,"20,844","1,344","9,049",197,76
Canadian, Oklahoma,"111,979","4,809","9,920","4,646",229
Carter, Oklahoma,"39,469","4,366","7,065",709,100
Cherokee, Oklahoma,"30,110","1,145","20,798",470,75
Choctaw, Oklahoma,"10,688","1,931","3,344",108,24
Cimarron, Oklahoma,"2,290",28,53,13,0
Cleveland, Oklahoma,"230,463","16,829","23,169","13,832",657
Coal, Oklahoma,"4,776",121,"1,440",35,0
Comanche, Oklahoma,"90,104","25,813","11,381","5,208","1,319"
Cotton, Oklahoma,"5,326",218,883,45,19
Craig, Oklahoma,"11,076",657,"4,107",157,41
Creek, Oklahoma,"60,877","2,425","11,349",491,134
Custer, Oklahoma,"25,818","1,222","2,867",530,61
Delaware, Oklahoma,"30,994",332,"12,688",549,67
Dewey, Oklahoma,"4,462",72,423,57,3
Ellis, Oklahoma,"4,023",52,145,19,1
Garfield, Oklahoma,"56,241","2,976","3,295","1,135","1,293"
Garvin, Oklahoma,"24,063",998,"3,454",220,52
Grady, Oklahoma,"48,707","1,822","5,196",395,68
Grant, Oklahoma,"4,327",104,194,25,3
Greer, Oklahoma,"5,471",528,350,35,9
Harmon, Oklahoma,"2,538",280,137,25,3
Harper, Oklahoma,"3,723",38,104,14,11
Haskell, Oklahoma,"10,662",180,"2,993",136,7
Hughes, Oklahoma,"10,379",933,"3,448",78,13
Jackson, Oklahoma,"22,785","2,446","1,237",559,111
Jefferson, Oklahoma,"5,883",126,654,44,8
Johnston, Oklahoma,"8,985",344,"2,437",73,9
Kay, Oklahoma,"39,489","1,459","6,614",405,109
Kingfisher, Oklahoma,"14,367",329,931,98,10
Kiowa, Oklahoma,"8,148",536,925,74,20
Latimer, Oklahoma,"8,321",217,"3,028",77,10
Le Flore, Oklahoma,"41,659","1,499","9,044",426,108
