County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Ravalli, Montana,"39,576",155,954,329,53
Richland, Montana,"9,519",39,306,52,11
Roosevelt, Montana,"4,044",42,"6,586",74,12
Rosebud, Montana,"5,947",58,"3,441",72,15
Sanders, Montana,"10,824",55,786,64,14
Sheridan, Montana,"3,291",26,101,23,1
Silver Bow, Montana,"33,166",207,"1,210",285,58
Stillwater, Montana,"8,986",45,159,60,10
Sweet Grass, Montana,"3,563",18,54,32,6
Teton, Montana,"5,967",25,171,23,8
Toole, Montana,"5,032",48,313,41,6
Treasure, Montana,708,4,14,9,1
Valley, Montana,"6,583",54,815,60,9
Wheatland, Montana,"2,127",21,39,19,0
Wibaux, Montana,997,3,8,7,0
Yellowstone, Montana,"139,969","1,931","8,432","1,629",298
Adams, Nebraska,"30,322",432,361,517,49
Antelope, Nebraska,"6,596",29,30,27,2
Arthur, Nebraska,461,5,7,2,0
Banner, Nebraska,694,1,5,2,0
Blaine, Nebraska,471,1,2,1,0
Boone, Nebraska,"5,450",32,20,12,2
Box Butte, Nebraska,"10,715",125,602,70,9
Boyd, Nebraska,"2,063",5,20,20,3
Brown, Nebraska,"3,124",12,22,13,1
Buffalo, Nebraska,"44,882",630,409,705,69
Burt, Nebraska,"6,656",56,158,32,12
Butler, Nebraska,"8,304",38,40,35,1
Cass, Nebraska,"24,938",195,250,155,30
Cedar, Nebraska,"8,784",25,48,19,2
Chase, Nebraska,"3,949",11,16,10,0
Cherry, Nebraska,"5,336",44,431,48,4
Cheyenne, Nebraska,"9,685",46,146,181,9
Clay, Nebraska,"6,417",47,92,28,19
Colfax, Nebraska,"9,988",199,336,53,51
Cuming, Nebraska,"9,051",51,72,49,8
Custer, Nebraska,"10,816",63,86,31,4
Dakota, Nebraska,"18,765",837,898,725,86
Dawes, Nebraska,"8,484",206,484,163,61
Dawson, Nebraska,"22,848",909,582,208,56
Deuel, Nebraska,"1,916",7,23,7,1
Dixon, Nebraska,"5,902",42,40,22,8
Dodge, Nebraska,"35,716",433,476,300,158
Douglas, Nebraska,"434,792","68,714","10,055","17,453","1,115"
Dundy, Nebraska,"1,974",17,30,6,4
Fillmore, Nebraska,"5,799",46,48,22,0
Franklin, Nebraska,"3,208",12,29,15,2
Frontier, Nebraska,"2,738",8,17,8,0
Furnas, Nebraska,"4,904",31,48,18,3
Gage, Nebraska,"21,990",159,266,131,14
Garden, Nebraska,"2,060",11,28,2,1
Garfield, Nebraska,"2,036",3,4,2,1
Gosper, Nebraska,"2,031",20,18,7,1
Grant, Nebraska,608,2,3,2,0
Greeley, Nebraska,"2,517",23,16,6,1
Hall, Nebraska,"55,508","1,495","1,337",862,330
Hamilton, Nebraska,"9,073",39,39,25,5
Harlan, Nebraska,"3,406",8,24,7,1
Hayes, Nebraska,954,0,3,3,1
Hitchcock, Nebraska,"2,869",18,27,8,0
Holt, Nebraska,"10,357",35,70,26,12
Hooker, Nebraska,729,2,6,0,0
Howard, Nebraska,"6,207",46,57,21,4
Jefferson, Nebraska,"7,452",48,59,31,8
Johnson, Nebraska,"4,798",292,78,79,0
Kearney, Nebraska,"6,439",30,58,19,6
Keith, Nebraska,"8,237",51,110,61,3
Keya Paha, Nebraska,819,0,5,2,0
Kimball, Nebraska,"3,728",28,90,40,4
Knox, Nebraska,"7,844",45,858,32,9
Lancaster, Nebraska,"262,249","14,144","4,708","12,048",509
Lincoln, Nebraska,"35,456",433,491,291,37
Logan, Nebraska,759,2,8,1,0
Loup, Nebraska,624,1,1,0,0
McPherson, Nebraska,536,3,4,1,0
Madison, Nebraska,"33,605",759,755,288,49
Merrick, Nebraska,"7,728",45,68,75,8
Morrill, Nebraska,"4,932",25,100,25,5
Nance, Nebraska,"3,707",14,29,5,0
Nemaha, Nebraska,"7,121",91,61,50,3
Nuckolls, Nebraska,"4,479",19,37,18,1
Otoe, Nebraska,"15,526",133,121,111,32
Pawnee, Nebraska,"2,750",17,18,15,1
Perkins, Nebraska,"2,957",17,13,5,0
Phelps, Nebraska,"9,105",37,73,34,7
Pierce, Nebraska,"7,213",32,42,20,1
Platte, Nebraska,"31,440",289,537,235,58
Polk, Nebraska,"5,351",25,43,13,3
Red Willow, Nebraska,"10,869",120,116,56,2
Richardson, Nebraska,"8,033",40,358,55,5
Rock, Nebraska,"1,504",2,12,4,1
Saline, Nebraska,"13,613",215,204,287,65
Sarpy, Nebraska,"148,048","8,607","2,137","5,088",451
Saunders, Nebraska,"20,623",135,144,132,13
Scotts Bluff, Nebraska,"35,460",389,"1,299",344,71
Seward, Nebraska,"16,589",128,122,104,14
Sheridan, Nebraska,"4,781",50,737,39,13
Sherman, Nebraska,"3,131",6,9,13,0
Sioux, Nebraska,"1,301",7,14,7,0
Stanton, Nebraska,"6,036",65,61,15,5
Thayer, Nebraska,"5,179",27,28,26,2
Thomas, Nebraska,645,1,2,3,0
Thurston, Nebraska,"2,958",51,"4,037",28,9
Valley, Nebraska,"4,232",15,17,22,2
Washington, Nebraska,"20,011",211,130,97,26
Wayne, Nebraska,"9,339",176,86,83,18
Webster, Nebraska,"3,762",39,33,19,13
Wheeler, Nebraska,816,2,4,5,0
York, Nebraska,"13,341",203,112,96,13
Churchill, Nevada,"22,256",714,"1,603","1,062",147
Clark, Nevada,"1,509,122","245,683","40,463","215,444","29,243"
Douglas, Nevada,"44,923",453,"1,610","1,259",246
Elko, Nevada,"44,864",676,"3,575",811,232
Esmeralda, Nevada,739,6,38,12,3
Eureka, Nevada,"1,918",18,74,20,5
Humboldt, Nevada,"15,518",213,939,213,68
Lander, Nevada,"5,443",79,321,36,10
Lincoln, Nevada,"5,101",182,106,58,27
Lyon, Nevada,"48,925",882,"2,443","1,145",291
Mineral, Nevada,"3,738",292,841,90,21
Nye, Nevada,"41,105","1,261","1,465",977,367
Pershing, Nevada,"6,110",308,340,112,30
Storey, Nevada,"3,798",63,112,85,15
Washoe, Nevada,"375,590","14,148","12,777","28,647","4,451"
White Pine, Nevada,"9,093",454,556,131,26
Carson City, Nevada,"51,181","1,436","2,150","1,637",251
Belknap, New Hampshire,"58,920",518,488,892,51
Carroll, New Hampshire,"47,189",281,440,385,31
Cheshire, New Hampshire,"75,395",761,645,"1,209",57
Coos, New Hampshire,"32,484",282,382,235,14
Grafton, New Hampshire,"85,098","1,272",937,"3,216",74
Hillsborough, New Hampshire,"376,606","12,211","3,340","15,386",503
Merrimack, New Hampshire,"141,896","2,162","1,242","2,923",108
Rockingham, New Hampshire,"287,369","3,249","1,950","6,397",249
Strafford, New Hampshire,"118,114","2,184","1,064","4,023",142
Sullivan, New Hampshire,"43,075",350,498,391,27
Atlantic, New Jersey,"202,628","51,080","3,684","23,570",518
Bergen, New Jersey,"707,590","65,093","6,673","142,192","1,599"
Burlington, New Jersey,"348,137","84,316","4,376","23,977",692
Camden, New Jersey,"373,702","114,506","5,990","30,180",864
Cape May, New Jersey,"91,038","5,737",671,"1,265",133
Cumberland, New Jersey,"117,668","36,616","3,936","2,762",374
Essex, New Jersey,"403,669","344,017","9,491","41,972","1,897"
Gloucester, New Jersey,"249,492","33,016","1,889","9,417",358
Hudson, New Jersey,"439,278","105,341","11,544","93,843","2,022"
Hunterdon, New Jersey,"119,442","3,659",550,"5,006",148
Mercer, New Jersey,"252,361","81,377","3,895","36,888","1,226"
Middlesex, New Jersey,"538,161","93,292","8,877","185,554","1,478"
Monmouth, New Jersey,"547,067","52,997","4,479","36,180",724
Morris, New Jersey,"429,030","19,134","2,743","49,296",480
Ocean, New Jersey,"545,635","22,297","3,515","12,699",468
Passaic, New Jersey,"392,616","80,683","10,359","29,542","1,271"
Salem, New Jersey,"55,359","10,329",645,835,99
Somerset, New Jersey,"244,925","33,004","1,957","49,989",439
Sussex, New Jersey,"142,737","3,534",846,"3,530",138
Union, New Jersey,"381,369","130,114","6,304","29,140","1,070"
Warren, New Jersey,"101,475","4,686",598,"3,297",136
Bernalillo, New Mexico,"584,619","28,814","45,538","22,926","2,334"
Catron, New Mexico,"3,609",49,166,15,2
Chaves, New Mexico,"62,085","1,986","1,870",760,179
Cibola, New Mexico,"15,276",442,"11,837",250,53
Colfax, New Mexico,"13,295",152,441,82,29
Curry, New Mexico,"43,617","3,972","1,504","1,128",163
De Baca, New Mexico,"1,989",26,55,10,2
Dona Ana, New Mexico,"198,153","5,386","6,416","3,565",566
Eddy, New Mexico,"51,311","1,148","1,657",543,95
Grant, New Mexico,"28,412",405,907,225,67
Guadalupe, New Mexico,"4,406",110,155,90,4
Harding, New Mexico,676,4,12,0,0
Hidalgo, New Mexico,"4,727",63,72,34,7
Lea, New Mexico,"60,276","3,208","1,485",460,97
Lincoln, New Mexico,"19,623",242,705,117,51
Los Alamos, New Mexico,"16,606",209,327,"1,234",38
Luna, New Mexico,"24,062",447,696,181,51
McKinley, New Mexico,"15,109",851,"56,600",812,123
Mora, New Mexico,"4,691",65,157,26,2
Otero, New Mexico,"56,010","3,084","5,449","1,367",342
Quay, New Mexico,"8,637",186,262,122,11
Rio Arriba, New Mexico,"32,387",413,"7,811",273,106
Roosevelt, New Mexico,"18,954",531,572,283,40
Sandoval, New Mexico,"108,604","4,178","19,614","3,173",447
San Juan, New Mexico,"79,532","1,537","51,221","1,041",204
San Miguel, New Mexico,"27,723",596,"1,144",370,64
Santa Fe, New Mexico,"135,048","2,007","7,417","2,552",402
Sierra, New Mexico,"11,647",114,474,91,14
Socorro, New Mexico,"15,184",277,"2,358",316,34
Taos, New Mexico,"29,938",347,"3,037",381,60
Torrance, New Mexico,"15,354",418,815,157,49
Union, New Mexico,"4,312",98,155,32,3
Valencia, New Mexico,"71,079","1,654","4,598",859,170
Albany, New York,"246,744","44,184","2,474","17,486",439
Allegany, New York,"47,739",808,309,632,31
Bronx, New York,"664,548","644,020","57,915","62,795","8,582"
Broome, New York,"182,027","12,874","1,581","8,622",288
Cattaraugus, New York,"76,015","1,695","3,003",784,54
Cayuga, New York,"75,649","4,186",665,619,86
Chautauqua, New York,"129,576","5,043","1,458","1,080",129
Chemung, New York,"81,442","7,496",726,"1,472",91
Chenango, New York,"49,533",586,423,346,37
Clinton, New York,"77,319","3,803",700,"1,281",82
Columbia, New York,"58,737","3,661",461,"1,269",73
Cortland, New York,"47,776","1,188",413,657,50
Delaware, New York,"46,415","1,079",355,507,57
Dutchess, New York,"253,479","34,892","3,050","12,763",456
Erie, New York,"759,532","135,199","10,216","28,794",790
Essex, New York,"37,669","1,307",368,322,36
Franklin, New York,"44,224","3,487","4,094",345,36
Fulton, New York,"53,835","1,472",358,452,55
Genesee, New York,"57,222","2,308",924,550,59
Greene, New York,"45,542","3,370",387,556,60
Hamilton, New York,"4,748",60,31,31,4
Herkimer, New York,"63,173","1,124",363,468,39
Jefferson, New York,"107,544","7,691","1,405","2,511",501
Kings, New York,"1,280,843","946,622","41,649","290,768","7,153"
Lewis, New York,"26,691",302,154,115,24
Livingston, New York,"62,569","2,059",489,"1,109",59
Madison, New York,"70,778","1,824",800,839,65
Monroe, New York,"596,415","128,437","6,639","29,847",943
Montgomery, New York,"48,405","1,646",427,520,93
Nassau, New York,"1,064,521","168,096","11,342","116,313","2,033"
New York, New York,"1,079,836","321,686","31,872","202,553","4,823"
Niagara, New York,"196,768","17,812","3,647","2,657",211
Oneida, New York,"211,423","18,063","1,682","7,788",282
Onondaga, New York,"394,021","60,560","7,314","17,784",509
Ontario, New York,"103,865","3,445",738,"1,598",105
Orange, New York,"318,085","47,153","5,731","11,895",599
Orleans, New York,"39,711","3,021",520,294,45
Oswego, New York,"119,673","1,637","1,132","1,094",80
Otsego, New York,"60,062","1,579",487,"1,000",65
Putnam, New York,"94,712","3,199",699,"2,507",137
Queens, New York,"1,166,258","504,575","46,249","571,734","9,492"
Rensselaer, New York,"144,242","12,878","1,222","4,562",187
Richmond, New York,"373,889","59,217","5,254","39,543",845
Rockland, New York,"250,329","42,645","3,074","21,917",705
St. Lawrence, New York,"106,775","2,989","1,812","1,514",122
Saratoga, New York,"211,851","4,698","1,320","5,407",165
Schenectady, New York,"130,863","19,489","2,002","7,374",478
Schoharie, New York,"31,831",651,273,316,28
Schuyler, New York,"18,010",261,147,104,12
Seneca, New York,"33,178","1,900",261,324,14
Steuben, New York,"95,803","2,187",759,"1,441",82
Suffolk, New York,"1,308,773","132,864","15,489","61,624","2,014"
Sullivan, New York,"68,042","8,561","1,070","1,540",147
Tioga, New York,"50,103",613,317,501,45
Tompkins, New York,"87,482","5,478","1,135","10,654",237
Ulster, New York,"166,178","14,153","2,034","4,341",278
Warren, New York,"64,332",984,524,664,42
Washington, New York,"60,804","2,263",431,406,47
Wayne, New York,"89,824","3,946",761,822,75
Westchester, New York,"736,370","160,123","13,178","60,985","1,840"
Wyoming, New York,"39,240","2,661",307,240,18
Yates, New York,"24,972",340,125,143,13
Alamance, North Carolina,"118,098","30,669","3,073","2,484",215
Alexander, North Carolina,"34,627","2,363",301,417,19
Alleghany, North Carolina,"10,857",211,109,75,5
Anson, North Carolina,"13,260","13,271",302,352,27
Ashe, North Carolina,"26,845",338,203,134,16
Avery, North Carolina,"16,837",777,155,82,10
Beaufort, North Carolina,"34,698","12,735",611,265,49
Bertie, North Carolina,"7,685","13,438",199,125,19
Bladen, North Carolina,"21,728","12,639","1,123",141,24
Brunswick, North Carolina,"93,796","13,338","1,630",890,129
Buncombe, North Carolina,"218,777","17,734","3,024","3,345",503
Burke, North Carolina,"80,005","6,825","1,143","3,487",637
Cabarrus, North Carolina,"145,058","30,208","1,998","4,356",225
Caldwell, North Carolina,"77,756","4,801",873,573,92
Camden, North Carolina,"8,449","1,440",102,198,14
Carteret, North Carolina,"61,473","4,667",822,917,126
Caswell, North Carolina,"15,435","8,255",211,115,21
Catawba, North Carolina,"134,480","14,792","1,406","5,921",137
Chatham, North Carolina,"53,380","9,156","1,133",980,82
Cherokee, North Carolina,"26,496",552,819,189,31
Chowan, North Carolina,"9,529","5,159",113,73,37
Clay, North Carolina,"10,433",141,92,40,10
Cleveland, North Carolina,"76,341","21,282",670,"1,003",84
Columbus, North Carolina,"37,778","18,255","2,382",298,78
Craven, North Carolina,"77,074","24,956","1,304","2,959",306
Cumberland, North Carolina,"183,682","128,171","10,073","11,190","2,381"
Currituck, North Carolina,"21,942","1,585",249,241,33
Dare, North Carolina,"32,665","1,156",381,305,34
Davidson, North Carolina,"144,638","15,803","1,994","2,476",121
Davie, North Carolina,"38,095","3,039",418,360,20
Duplin, North Carolina,"42,051","15,680","1,086",324,278
Durham, North Carolina,"148,521","108,639","5,063","14,385",559
Edgecombe, North Carolina,"23,424","32,958",526,212,68
Forsyth, North Carolina,"244,917","99,581","5,167","8,259",639
Franklin, North Carolina,"43,245","16,987",916,509,83
Gaston, North Carolina,"170,175","33,834","2,160","3,103",185
Gates, North Carolina,"7,984","4,160",150,60,23
Graham, North Carolina,"8,219",70,662,44,11
Granville, North Carolina,"38,032","19,172",749,500,96
Greene, North Carolina,"12,711","8,177",574,104,56
Guilford, North Carolina,"302,053","168,574","7,106","22,139",796
Halifax, North Carolina,"22,677","29,548","2,332",478,64
Harnett, North Carolina,"87,184","26,551","3,336","1,974",318
Haywood, North Carolina,"57,679",842,698,308,31
Henderson, North Carolina,"101,571","4,086","1,412","1,326",255
Hertford, North Carolina,"9,131","15,112",415,210,23
Hoke, North Carolina,"25,430","17,294","5,589",997,258
Hyde, North Carolina,"3,880","1,899",58,23,3
Iredell, North Carolina,"136,121","20,826","1,680","3,632",165
Jackson, North Carolina,"35,191","1,023","4,407",474,45
Johnston, North Carolina,"140,104","27,940","2,615","1,704",243
Jones, North Carolina,"6,703","3,367",129,49,10
Lee, North Carolina,"44,644","12,417","1,040",759,116
Lenoir, North Carolina,"34,325","24,663",571,420,143
Lincoln, North Carolina,"73,093","4,951",652,597,59
McDowell, North Carolina,"42,522","2,036",546,442,35
Macon, North Carolina,"32,970",630,376,258,19
Madison, North Carolina,"20,362",339,203,108,17
Martin, North Carolina,"13,557","10,783",172,112,38
Mecklenburg, North Carolina,"576,629","303,190","13,728","49,199","1,835"
Mitchell, North Carolina,"15,271",141,200,70,19
Montgomery, North Carolina,"21,703","5,504",346,510,24
Moore, North Carolina,"74,687","12,655","1,341","1,108",192
Nash, North Carolina,"57,731","37,012","1,467","1,092",102
New Hanover, North Carolina,"168,502","32,218","2,604","3,616",361
Northampton, North Carolina,"8,939","12,997",181,82,14
Onslow, North Carolina,"144,513","32,462","3,271","6,027",995
Orange, North Carolina,"107,287","17,541","1,958","10,466",217
Pamlico, North Carolina,"10,295","2,744",133,75,21
Pasquotank, North Carolina,"24,364","16,018",414,688,69
Pender, North Carolina,"42,217","9,756",875,397,70
Perquimans, North Carolina,"10,001","3,454",107,76,13
Person, North Carolina,"28,239","11,037",459,208,30
Pitt, North Carolina,"106,187","60,094","1,702","3,671",395
Polk, North Carolina,"19,309","1,060",211,125,11
Randolph, North Carolina,"130,247","9,443","2,294","1,765",131
Richmond, North Carolina,"30,215","14,863","1,806",590,103
Robeson, North Carolina,"46,492","34,694","54,878","1,381",252
Rockingham, North Carolina,"74,631","18,721",992,662,149
Rowan, North Carolina,"113,114","23,893","1,490","1,713",144
Rutherford, North Carolina,"60,237","7,635",576,445,70
Sampson, North Carolina,"43,429","18,152","2,412",476,151
Scotland, North Carolina,"17,632","14,312","4,514",365,42
Stanly, North Carolina,"52,306","7,108",401,"1,239",184
Stokes, North Carolina,"45,036","2,192",439,181,20
Surry, North Carolina,"69,859","3,376",725,522,80
Swain, North Carolina,"9,929",202,"4,320",111,12
Transylvania, North Carolina,"31,447","1,585",351,221,25
Tyrrell, North Carolina,"2,582","1,743",52,91,2
Union, North Carolina,"172,789","25,934","2,279","4,240",228
Vance, North Carolina,"21,862","23,226",518,315,35
Wake, North Carolina,"653,179","203,047","14,025","57,314","1,356"
Warren, North Carolina,"8,663","11,193","1,293",104,11
Washington, North Carolina,"6,431","6,712",126,68,6
Watauga, North Carolina,"49,365","1,142",493,688,30
Wayne, North Carolina,"80,792","40,568","1,658","2,254",264
Wilkes, North Carolina,"65,678","3,392",529,421,66
Wilson, North Carolina,"47,803","32,821",752,952,99
Yadkin, North Carolina,"36,785","1,426",336,145,53
Yancey, North Carolina,"17,442",246,184,53,42
Adams, North Dakota,"2,310",16,28,14,4
Barnes, North Dakota,"10,813",132,166,96,12
Benson, North Dakota,"2,980",23,"3,745",11,2
Billings, North Dakota,762,2,4,4,0
Bottineau, North Dakota,"6,231",45,228,33,5
Bowman, North Dakota,"3,094",6,47,6,0
Burke, North Dakota,"1,929",7,23,17,0
Burleigh, North Dakota,"77,217",811,"4,114",597,75
Cass, North Dakota,"140,970","4,452","3,086","4,298",166
Cavalier, North Dakota,"3,925",14,54,17,1
Dickey, North Dakota,"5,170",61,81,33,3
Divide, North Dakota,"2,048",12,21,8,1
Dunn, North Dakota,"3,071",22,485,20,6
Eddy, North Dakota,"2,307",10,78,10,3
Emmons, North Dakota,"3,519",15,27,13,0
Foster, North Dakota,"3,313",11,32,7,1
Golden Valley, North Dakota,"1,653",12,20,2,2
Grand Forks, North Dakota,"62,293","1,916","2,520","1,784",152
Grant, North Dakota,"2,352",20,44,8,1
Griggs, North Dakota,"2,388",8,8,5,0
Hettinger, North Dakota,"2,407",19,70,5,3
Kidder, North Dakota,"2,392",7,21,24,1
La Moure, North Dakota,"4,099",18,25,9,1
Logan, North Dakota,"1,982",5,15,7,1
McHenry, North Dakota,"5,332",26,62,21,3
McIntosh, North Dakota,"2,787",13,22,11,0
McKenzie, North Dakota,"4,957",36,"1,464",33,5
McLean, North Dakota,"8,331",45,727,23,7
Mercer, North Dakota,"8,143",49,257,34,16
Morton, North Dakota,"26,281",238,"1,324",113,40
Mountrail, North Dakota,"5,272",46,"2,554",36,5
Nelson, North Dakota,"3,068",16,59,11,3
Oliver, North Dakota,"1,796",7,38,6,0
Pembina, North Dakota,"7,207",44,220,18,3
Pierce, North Dakota,"4,152",27,207,5,3
Ramsey, North Dakota,"10,348",75,"1,228",74,12
Ransom, North Dakota,"5,362",29,50,30,8
Renville, North Dakota,"2,455",6,37,6,1
Richland, North Dakota,"15,724",174,498,127,13
Rolette, North Dakota,"3,130",50,"11,067",37,7
Sargent, North Dakota,"3,767",8,39,14,5
Sheridan, North Dakota,"1,291",8,21,4,1
Sioux, North Dakota,650,32,"3,560",15,5
Slope, North Dakota,713,0,15,1,0
Stark, North Dakota,"23,538",290,423,344,30
Steele, North Dakota,"1,947",5,30,3,0
Stutsman, North Dakota,"20,507",208,457,144,28
Towner, North Dakota,"2,181",8,63,4,1
Traill, North Dakota,"7,971",78,116,37,7
Walsh, North Dakota,"10,832",68,251,47,7
Ward, North Dakota,"57,917","2,221","2,377","1,031",169
Wells, North Dakota,"4,173",11,34,4,1
Williams, North Dakota,"21,482",162,"1,414",136,15
Adams, Ohio,"28,319",211,330,72,4
Allen, Ohio,"92,375","14,739",781,"1,094",89
Ashland, Ohio,"52,462",646,299,378,53
Ashtabula, Ohio,"96,934","4,919",900,605,63
Athens, Ohio,"61,215","2,383",773,"2,177",64
Auglaize, Ohio,"45,462",353,219,271,40
Belmont, Ohio,"67,054","3,326",376,382,38
Brown, Ohio,"44,280",546,294,181,13
Butler, Ohio,"330,237","32,053","2,796","10,851",575
Carroll, Ohio,"28,504",259,219,99,8
Champaign, Ohio,"38,776","1,321",385,271,39
Clark, Ohio,"125,108","14,501","1,348","1,350",173
Clermont, Ohio,"192,771","3,397","1,381","2,567",125
Clinton, Ohio,"40,570","1,383",331,318,40
Columbiana, Ohio,"104,670","3,213",732,518,64
Coshocton, Ohio,"36,305",656,215,149,17
Crawford, Ohio,"43,145",638,219,203,25
Cuyahoga, Ohio,"852,685","400,003","10,438","39,541","1,219"
Darke, Ohio,"52,438",490,263,226,23
Defiance, Ohio,"38,016","1,076",308,189,32
Delaware, Ohio,"160,988","7,280","1,024","8,869",155
Erie, Ohio,"69,526","8,081",703,643,68
Fairfield, Ohio,"135,264","10,323","1,228","2,303",161
Fayette, Ohio,"28,135",938,197,217,23
Franklin, Ohio,"859,394","273,121","12,903","54,265","1,847"
Fulton, Ohio,"42,080",414,307,270,22
Gallia, Ohio,"29,923","1,098",314,195,19
Geauga, Ohio,"91,499","1,522",348,775,37
Greene, Ohio,"144,203","13,756","1,618","5,998",251
Guernsey, Ohio,"39,233","1,018",330,200,38
Hamilton, Ohio,"573,591","218,258","6,601","20,361","1,278"
Hancock, Ohio,"71,889","1,848",492,"1,500",51
Hardin, Ohio,"31,526",485,216,269,30
Harrison, Ohio,"15,450",491,98,45,14
Henry, Ohio,"27,737",236,218,149,10
Highland, Ohio,"42,735",987,342,166,21
Hocking, Ohio,"29,054",371,262,88,16
Holmes, Ohio,"42,226",237,132,77,29
Huron, Ohio,"58,539","1,154",443,281,37
Jackson, Ohio,"32,790",362,378,141,18
Jefferson, Ohio,"65,217","4,662",413,446,57
Knox, Ohio,"60,030",839,361,527,40
Lake, Ohio,"219,129","9,426","1,227","3,404",152
Lawrence, Ohio,"60,710","1,769",426,333,36
Licking, Ohio,"158,953","7,446","1,425","1,829",136
Logan, Ohio,"44,585","1,318",336,370,45
Lorain, Ohio,"270,072","31,747","3,271","4,105",350
Lucas, Ohio,"346,594","93,364","4,854","8,998",447
Madison, Ohio,"40,142","3,232",316,324,33
Mahoning, Ohio,"197,696","41,096","1,987","2,464",238
Marion, Ohio,"61,989","4,541",483,461,67
Medina, Ohio,"168,394","2,925",942,"2,176",56
Meigs, Ohio,"23,390",328,184,83,8
Mercer, Ohio,"40,256",304,226,256,79
Miami, Ohio,"98,797","3,198",639,"1,517",51
Monroe, Ohio,"14,474",135,105,42,6
Montgomery, Ohio,"412,519","120,514","5,057","12,589",590
Morgan, Ohio,"14,509",730,239,89,18
Morrow, Ohio,"34,524",297,284,150,21
Muskingum, Ohio,"82,246","4,771",814,517,73
Noble, Ohio,"14,193",412,93,39,11
Ottawa, Ohio,"40,829",592,242,168,24
Paulding, Ohio,"19,255",325,175,80,19
Perry, Ohio,"35,780",254,370,80,23
Pickaway, Ohio,"53,501","2,180",380,335,38
Pike, Ohio,"28,231",454,408,93,17
Portage, Ohio,"153,842","8,436","1,178","3,069",154
Preble, Ohio,"41,695",356,348,246,14
Putnam, Ohio,"34,099",241,162,115,14
Richland, Ohio,"111,225","13,127",940,"1,126",108
Ross, Ohio,"72,582","5,772",874,507,61
Sandusky, Ohio,"58,706","2,572",511,309,32
Scioto, Ohio,"76,597","2,745","1,118",384,46
Seneca, Ohio,"54,724","2,009",340,441,38
Shelby, Ohio,"47,778","1,545",285,539,65
Stark, Ohio,"342,195","34,318","3,252","3,863",242
Summit, Ohio,"448,536","85,556","4,322","14,533",412
Trumbull, Ohio,"190,748","19,797","1,443","1,496",124
Tuscarawas, Ohio,"90,900","1,246",788,432,236
Union, Ohio,"49,517","1,550",351,"1,674",39
Van Wert, Ohio,"28,262",470,167,108,14
Vinton, Ohio,"13,297",100,136,48,4
Warren, Ohio,"197,006","8,239","1,215","9,680",193
Washington, Ohio,"60,439","1,041",578,512,41
Wayne, Ohio,"111,563","2,548",718,"1,163",66
Williams, Ohio,"36,807",548,256,266,10
Wood, Ohio,"120,293","4,012",991,"2,476",97
Wyandot, Ohio,"22,341",141,123,181,6
Adair, Oklahoma,"12,297",200,"12,376",175,9
Alfalfa, Oklahoma,"5,192",278,246,24,2
Atoka, Oklahoma,"11,481",682,"2,896",100,17
Beaver, Oklahoma,"5,487",97,166,14,1
Beckham, Oklahoma,"20,203","1,078","1,040",236,13
Blaine, Oklahoma,"8,522",444,"1,263",65,13
Bryan, Oklahoma,"35,918","1,020","8,388",321,46
Caddo, Oklahoma,"20,986","1,237","9,043",170,55
Canadian, Oklahoma,"103,507","4,116","9,005","4,082",179
Carter, Oklahoma,"38,954","4,136","6,886",665,84
Cherokee, Oklahoma,"29,697",998,"20,288",423,65
Choctaw, Oklahoma,"10,870","1,896","3,340",105,26
Cimarron, Oklahoma,"2,419",21,39,10,2
Cleveland, Oklahoma,"222,078","14,551","21,659","12,295",569
Coal, Oklahoma,"4,842",93,"1,396",28,6
Comanche, Oklahoma,"90,550","25,961","11,319","4,797","1,225"
Cotton, Oklahoma,"5,380",220,862,38,20
Craig, Oklahoma,"11,320",632,"4,236",152,39
Creek, Oklahoma,"60,868","2,251","11,201",426,104
Custer, Oklahoma,"24,304","1,093","2,591",431,42
Delaware, Oklahoma,"31,415",277,"12,482",563,48
Dewey, Oklahoma,"4,478",68,385,48,2
Ellis, Oklahoma,"4,062",27,101,16,1
Garfield, Oklahoma,"55,335","2,587","2,793",902,"1,216"
Garvin, Oklahoma,"24,403",942,"3,317",178,40
Grady, Oklahoma,"47,894","1,670","4,807",341,75
Grant, Oklahoma,"4,382",78,175,24,4
Greer, Oklahoma,"5,527",502,320,27,10
Harmon, Oklahoma,"2,623",267,111,21,6
Harper, Oklahoma,"3,626",17,78,14,11
Haskell, Oklahoma,"10,520",155,"2,874",100,11
Hughes, Oklahoma,"10,588",874,"3,401",57,18
Jackson, Oklahoma,"23,176","2,500","1,259",497,110
Jefferson, Oklahoma,"5,938",107,635,37,4
Johnston, Oklahoma,"8,970",318,"2,494",55,8
Kay, Oklahoma,"40,389","1,378","6,485",351,77
Kingfisher, Oklahoma,"14,277",269,824,63,5
Kiowa, Oklahoma,"8,266",524,898,57,18
Latimer, Oklahoma,"8,689",174,"3,076",61,13
Le Flore, Oklahoma,"42,569","1,356","8,928",393,112
Lincoln, Oklahoma,"31,295",877,"3,654",158,39
Logan, Oklahoma,"36,389","4,342","2,560",350,84
Love, Oklahoma,"8,517",281,"1,001",66,8
McClain, Oklahoma,"31,995",455,"3,798",210,28
McCurtain, Oklahoma,"24,785","3,327","6,931",189,30
